event_type,time_unit,date_1,date_2,year,month,day,duration,drug_type,quantity,weight_unit,modus_operandi,sub_modus_operandi,region,country,department/state,municipality/port,origin_country,origin_area,origin_municipality,transit_1_region,transit_1_country,transit_1_department/state,transit_1_municipality/port,transit_2_region,transit_2_country,transit_2_department/state,transit_2_municipality/port,destination_1_region,destination_1_country,destination_1_department/state,destination_1_municipality/port,destination_2_country,destination_2_municipality/port,description,criminal_group_1,criminal_group_2,criminal_group_3,source_link,archived_link,project_interested,uid,seizure_kg,conversion_factor
Seizure,Individual,2025-05-29,,2025,5,29,,Cocaine,1200.0,Kilogram,Land,,South America,Peru,Loreto,Mariscal Ramón Castilla,,,,,,,,,,,,,United States,,,,,"incautación de 1.2 toneladas de cocaína en la Provincia de Mariscal Ramón Castilla (Perú), una población cercana a la frontera con Putumayo.",estructura criminal de alias Freider,,,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/las-conexiones-de-la-incautacion-de-mas-de-tonelada-de-cocaina-en-peru-con-los-grupos-armados-en-colombia-3458598,Archived Link - Peru,,3060dcb9-a58a-4ff4-8f8c-8b1d841c0d82,1200.0,1.0
Seizure,Individual,2025-05-31,,2025,5,31,,Cocaine,1268.0,Package,Container,,Central America,Panama,Colon,Colon Port,,,,Central America,Panama,,,,,,,Europe,Spain,,,,,"1,268 packages were found in container at colon port headed to Spain",,,,https://www.barrons.com/news/spanish/panama-decomisa-mas-de-8-000-paquetes-de-droga-con-destino-a-europa-b710992a,Archived Link - Panama,,bbbd7f75-cc57-41c3-bb8c-1703e6cf2548,1268.0,1.0
Seizure,Individual,2025-05-31,,2025,5,31,,Cocaine,1268.0,Package,Container,,Central America,Panama,Colon,Colon,,,,Central America,Panama,,,,,,,Europe,Spain,,,,,"Se encontraron 1.268 paquetes en un contenedor en la terminal portuaria de Colón, enviados de Panamá hacia España",,,,https://www.panamaamerica.com.pa/provincias/incautan-mas-de-7-mil-paquetes-de-drogas-en-una-terminal-portuaria-de-colon-1249637,Archived Link - Panama,,554d5350-bbb3-4681-aa03-3f6d906d948b,1268.0,1.0
Seizure,Individual,2025-08-10,,2025,8,10,,Cocaine,1345.0,Kilogram,Land,Camión interceptado → cocaína oculta dentro de cajas de madera,Europe,France,Gironde,Cestas (near Bordeaux),,,,Europe,Spain,,,,,,,Europe,France,,,,,"Camión procedente de España interceptado en A63, Bordeaux → 1,345 t de cocaína oculta en cajas de madera. ",,,,https://www.lefigaro.fr/bordeaux/1-3-tonne-de-cocaine-saisie-dans-un-camion-pres-de-bordeaux-pour-une-valeur-estimee-entre-30-et-40-millions-d-euros-20250814,Archived Link - France,,4f97d71a-50bb-4b9d-a57b-088ef972ecc8,1345.0,1.0
Seizure,Individual,2025-08-10,,2025,8,10,,Cocaine,1345.0,Kilogram,Land,Hidden in wooden crates inside truck,Europe,France,Nouvelle‑Aquitaine (Gironde),Cestas,,,,Europe,Spain,,,Europe,France,Nouvelle‑Aquitaine (Gironde),Cestas,,,,,,,"Gendarmerie intercepted a Spain‑origin truck with 1,345 kg of cocaine concealed in wooden crates on the A63 near Bordeaux.",,,,https://lessor.org/operationnel/gironde-1-3-tonne-de-cocaine-saisie-dans-un-camion-venant-d-espagne/,Archived Link - France,,ee039f66-d9e6-49fd-8194-f3edb7265f2c,1345.0,1.0
Seizure,Individual,2025-05-29,,2025,5,29,,Cocaine,1500.0,Kilogram,Maritime,,North America,Mexico,Jalisco,,,,,,,,,,,,,,,,,,,Mexican security forces seized 1.5 tons of cocaine in a maritime operation in Pacific waters off the coast of Jalisco,,,,https://www.eleconomista.com.mx/politica/marina-anuncia-nuevo-golpe-narco-mar-aseguran-1-5-toneladas-cocaina-jalisco-20250529-761308.html,Archived Link - Mexico,,572b4492-f550-4f80-89a7-7ab2d5d997cc,1500.0,1.0
Seizure,Individual,2025-05-29,,2025,5,29,,Cocaine,1500.0,Kilogram,Maritime,,North America,Mexico,Jalisco,,,,,,,,,,,,,,,,,,,"29 de mayo de 2025, la Marina mexicana incautó 1,5 toneladas de cocaína en aguas del Pacífico, frente a la costa del estado de Jalisco. El cargamento consistía en 38 fardos con 1.500 paquetes de cocaína, con un valor estimado de casi 19 millones de dólares.",,,,https://noticias.uol.com.br/ultimas-noticias/afp/2025/05/29/marinha-apreende-15-tonelada-de-cocaina-na-costa-do-pacifico-mexicano.htm,Archived Link - Mexico,,dcf98718-836d-4802-be26-41a6c5e2d695,1500.0,1.0
Other (explain in Description),Other (explain in Description),2025-09-29,,2025,9,29,,Cocaine,1515.0,Kilogram,Container,,Europe,Russia,,St Petersburg,,,,Europe,Russia,,,,,,,,,,,,,Russia announced record cocaine seizure traced to Ecuador–Russia route.,,,,https://planv.com.ec/historias/crimen-organizado/incautacion-record-de-cocaina-en-rusia-destaca-nueva-ruta-de-trafico-desde-ecuador/,Archived Link - Russia,,fc987d57-a825-4ecb-ab26-4eacfcd5b8ee,1515.0,1.0
Other (explain in Description),Other (explain in Description),2025-09-29,,2025,9,29,,Cocaine,1515.0,Kilogram,Container,,Europe,Russia,,St Petersburg,,,,Europe,Russia,,,,,,,,,,,,,Russia announced record cocaine seizure traced to Ecuador–Russia route.,,,,https://planv.com.ec/historias/crimen-organizado/incautacion-record-de-cocaina-en-rusia-destaca-nueva-ruta-de-trafico-desde-ecuador/,Archived Link - Russia,,3403540d-26d2-4528-bf7a-bbdc72998d94,1515.0,1.0
Seizure,Individual,2025-08-28,,2025,8,28,,Cocaine,2361.0,Kilogram,Land,"Oculta en compartimentos secretos en dos camiones cisterna inspeccionados en el control sur de Tulcán, provincia Carchi, frontera con Colombia.",South America,Ecuador,Carchi,Tulcan,,,,South America,Ecuador,Carchi,Tulcan,,,,,,,,,,,"2,361 kg de cocaína decomisados el 28 de agosto de 2025 en control vial en la frontera con Colombia, en Tulcán; dos ciudadanos colombianos detenidos.",,,,https://efe.com/mundo/2025-08-29/ecuador-cocaina-decomiso-colombianos/,Archived Link - Ecuador,,ff8f9974-68ca-4fff-b75e-921ea0dbbea1,2361.0,1.0
Seizure,Individual,2025-08-28,,2025,8,28,,Cocaine,2361.0,Kilogram,Land,Hidden in structural compartments of tanker trailers,South America,Ecuador,Carchi,Tulcán,Colombia,Rumichaca border area,,South America,Colombia,,,South America,Ecuador,,,,,,,,,"La Policía Nacional del Ecuador ejecutó un contundente operativo antidrogas en la provincia de Carchi el jueves 28 de agosto del 2025, logrando el decomiso de 2 toneladas con 361 kilos de cocaína que eran transportadas en dos vehículos de carga pesada. El operativo, denominado “Centinela 17-18”, se desarrolló en la vía que conecta Tulcán con el interior del país, como parte de los controles estratégicos en zonas fronterizas.",,,,https://www.expreso.ec/actualidad/operativo-centinela-17-18-policia-decomisa-2-toneladas-de-cocaina-en-tulcan-carchi-255118.html,Archived Link - Ecuador,,db7c0d40-3c72-44cb-ae1d-0148153a619c,2361.0,1.0
Seizure,Individual,2025-08-13,,2025,8,13,,Cocaine,3000.0,Kilogram,Maritime,,Europe,Spain,Canary Islands,,,,,Africa,Cameroon,,Port of Dakhla,Africa,Morocco,Dakhla-Oued Ed-Dahab,Dakhla,Europe,Spain,Canary Islands,,,,"3 tons of cocaine seized from Cameroon-flagged tugboat during joint operation near Canary Islands; vessel acted as mother ship on Atlantic Route from South America/Caribbean to Europe, using Dakhla as staging point.",,,,https://www.moroccoworldnews.com/2025/08/237555/morocco-contributes-to-international-operation-seizes-3-tons-of-cocaine-off-canary-islands/,Archived Link - Spain,,c36fd51b-816f-44b4-8e2d-d49f8feff58b,3000.0,1.0
Seizure,Individual,2025-08-13,,2025,8,13,,Cocaine,3000.0,Kilogram,Maritime,Boarding of Cameroonian-flagged tugboat “Sky White” in international waters west of Canary Islands,Europe,Spain,,Islas Canarias,,,,Europe,Spain,,Islas Canarias,,,,,,,,,,,"Tugboat “Sky White” intercepted at sea with ~3,000 kg of cocaine in its structure; vessel escorted to Tenerife for unloading",,,,https://www.newsghana.com.gh/canary-islands-with-moroccan-support-spain-seizes-3-tons-of-cocaine-from-sky-white-tugboat/,Archived Link - Spain,,dc8ba9af-4075-4224-b68a-1dda7f5bbc0d,3000.0,1.0
Seizure,Individual,2025-06-27,,2025,6,27,,Cocaine,3500.0,Kilogram,Maritime,,North America,Mexico,Guerrero,,,,,,,,,,,,,,,,,,,"The Mexican Navy arrested three foreigners and seized a semi-submersible with more than 3.5 tons of cocaine off the coast of the western state of Guerrero,",,,,https://www.prensa-latina.cu/2025/06/27/mexico-incauta-semisumergible-con-mas-de-35-toneladas-de-cocaina/,Archived Link - Mexico,,99cb67d9-bda8-4c46-95b6-89c05d2e0204,3500.0,1.0
Seizure,Individual,2025-06-28,,2025,6,28,,Cocaine,3500.0,Kilogram,Maritime,Semi-submersible,North America,Mexico,Guerrero,,,,,,,,,,,,,,,,,,,"Efectivos navales aseguraron en costas de Guerrero un semisumergible en el que se transportaban 3.5 toneladas de cocaína, con lo que autoridades federales estiman que se ocasionó una afectación de 846 millones 552 mil pesos y se evitó que 7 millones 200 mil dosis llegaran a la sociedad.",,,,https://www.jornada.com.mx/noticia/2025/06/28/politica/decomisan-sumergible-con-35-toneladas-de-cocaina,Archived Link - Mexico,,13bb058c-b171-48e1-bdb8-5c4dc3aa624d,3500.0,1.0
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,3650.0,Kilogram,Maritime,Fishing vessel; crew pretended to be pilgrims,Europe,Spain,Galicia,A Coruña,,,,,,,,,,,,,,,,,,"Spanish authorities seized 3,650 kg of cocaine off A Coruña; crew simulated pilgrims.",,,,https://efe.com/galicia/los-tripulantes-detenidos-en-a-coruna-con-3-650-kilos-de-cocaina-simularon-ser-peregrinos/,Archived Link - Spain,,99e64563-4c73-4360-b12d-69141fef7554,3650.0,1.0
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,3650.0,Kilogram,Maritime,Fishing vessel; crew pretended to be pilgrims,Europe,Spain,Galicia,A Coruña,,,,,,,,,,,,,,,,,,"Spanish authorities seized 3,650 kg of cocaine off A Coruña; crew simulated pilgrims.",,,,https://efe.com/galicia/los-tripulantes-detenidos-en-a-coruna-con-3-650-kilos-de-cocaina-simularon-ser-peregrinos/,Archived Link - Spain,,c7730b37-a692-433d-b971-d52edb0341b4,3650.0,1.0
Seizure,Other (explain in Description),2025-06-02,2025-06-10,2025,6,2,8,Cocaine,6300.0,Kilogram,Maritime,,Central America,El Salvador,,,,,,Central America,El Salvador,,,,,,,,,,,,,"En 8 días, el gobierno salvadoreño ha decomisado 6,3 toneladas de cocaína en aguas del pacífico y ha detenido a 17 personas. Los operativos se han dado en casos en que la droga es movilizada en embarcaciones. Se han detenido 5 de estos vehículos.",,,,https://www.laprensagrafica.com/elsalvador/Marina-de-El-Salvador-incauta-6.3-toneladas-de-cocaina-en-aguas-del-Pacifico-20250620-0092.html,Archived Link - El Salvador,,9d4c0b89-236c-4823-a86a-7844af951f49,6300.0,1.0
Seizure,Month,2025-06-02,2025-06-10,2025,6,2,8,Cocaine,6300.0,Kilogram,Maritime,,Central America,El Salvador,,,,,,,,,,,,,,,,,,,,"The National Navy intercepted five vessels carrying 6.3 tons of cocaine nearly 1,000 nautical miles (1,852 km) off the Salvadoran coast. Resulted in the capture of 17 drug traffickers of Ecuadorian, Colombian, Mexican, and Guatemalan nationality",,,,https://diario.elmundo.sv/nacionales/marina-incauta-63-toneladas-de-cocaina-valorada-en-1574-millones,Archived Link - El Salvador,,15fe8787-a881-460c-bf42-5c555dda5b12,6300.0,1.0
Crop Eradication,Multi-Month,2025-09-25,,2025,9,25,,Cocaine,707904.0,Kilogram,Land,National eradication campaign,South America,Colombia,,,,,,,,,,,,,,,,,,,,"MinDefensa reports destruction of 4,813 cocaine labs in 2025 up to September.",,,,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/mindefensa-reporta-un-aumento-del-5-en-la-incautacion-de-cocaina-y-la-destruccion-de-4-813-laboratorios-en-lo-que-va-de-2025-3495554,Archived Link - Colombia,,d449aaa4-bdec-499d-8cd8-869953214826,707904.0,1.0
Crop Eradication,Multi-Month,2025-09-25,,2025,9,25,,Cocaine,707904.0,Kilogram,Land,National eradication campaign,South America,Colombia,,,,,,,,,,,,,,,,,,,,"MinDefensa reports destruction of 4,813 cocaine labs in 2025 up to September.",,,,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/mindefensa-reporta-un-aumento-del-5-en-la-incautacion-de-cocaina-y-la-destruccion-de-4-813-laboratorios-en-lo-que-va-de-2025-3495554,Archived Link - Colombia,,b05fdc48-ead8-45f4-87ef-d78ceecc0797,707904.0,1.0
