uid,issue_type,row_position,column,aligned_value,db_test_value,aligned_normalized,db_test_normalized
2edc65d3-65a6-45a1-bfe7-7fd3b07bf4e2,different_values,406,department/state,Montevideo,Mato Grosso,montevideo,mato grosso
2edc65d3-65a6-45a1-bfe7-7fd3b07bf4e2,different_values,406,municipality/port,Montevideo (Carrasco),Jauru,montevideo (carrasco),jauru
2edc65d3-65a6-45a1-bfe7-7fd3b07bf4e2,different_values,406,destination_1_region,Asia,,asia,
2edc65d3-65a6-45a1-bfe7-7fd3b07bf4e2,different_values,406,description,"Un operativo conjunto entre la Dirección General de Represión al Tráfico Ilícito de Drogas y la Dirección Nacional de Aduanas, permitió desarticular un intento de tráfico internacional de drogas mediante encomiendas enviadas desde Uruguay hacia distintos países de Asia y Medio Oriente. La intervención de un equipo especializado con perros entrenados confirmó la presencia de sustancias estupefacientes. Tras la inspección, las autoridades incautaron: • 18 vestidos con botones que contenían 520 gramos de clorhidrato de cocaína. • 4 carteras de mujer, con envoltorios ocultos, que sumaron 510 gramos de la misma sustancia. • 5 camperas, cada una con bultos de nailon camuflados, con un total de 1.270 gramos. • 23 vestidos adicionales, con 239 botones cargados con cocaína, que totalizaron 625,14 gramos.","Dos hombres, cuyas identidades no fueron reveladas, fueron detenidos por transportar 557 kilos de clorhidrato de cocaína en una camioneta, en Jauru , a 463 kilómetros de Cuiabá, este martes (10).",un operativo conjunto entre la dirección general de represión al tráfico ilícito de drogas y la dirección nacional de aduanas permitió desarticular un intento de tráfico internacional de drogas mediante encomiendas enviadas desde uruguay hacia distintos países de asia y medio oriente la intervención de un equipo especializado con perros entrenados confirmó la presencia de sustancias estupefacientes tras la inspección las autoridades incautaron: • 18 vestidos con botones que contenían 520 gramos de clorhidrato de cocaína • 4 carteras de mujer con envoltorios ocultos que sumaron 510 gramos de la misma sustancia • 5 camperas cada una con bultos de nailon camuflados con un total de 1270 gramos • 23 vestidos adicionales con 239 botones cargados con cocaína que totalizaron 62514 gramos,dos hombres cuyas identidades no fueron reveladas fueron detenidos por transportar 557 kilos de clorhidrato de cocaína en una camioneta en jauru  a 463 kilómetros de cuiabá este martes (10)
2edc65d3-65a6-45a1-bfe7-7fd3b07bf4e2,different_values,406,source_link,https://www.aduanas.gub.uy/innovaportal/v/27633/6/innova.front/operativo-logra-incautar-casi-3-kilos-de-cocaina-en-encomiendas-hacia-asia-y-medio-oriente.html,https://g1.globo.com/mt/mato-grosso/noticia/2025/06/11/mais-de-meia-tonelada-de-droga-e-apreendida-em-caminhonete-em-mt.ghtml,https://wwwaduanasgubuy/innovaportal/v/27633/6/innovafront/operativo-logra-incautar-casi-3-kilos-de-cocaina-en-encomiendas-hacia-asia-y-medio-orientehtml,https://g1globocom/mt/mato-grosso/noticia/2025/06/11/mais-de-meia-tonelada-de-droga-e-apreendida-em-caminhonete-em-mtghtml
2edc65d3-65a6-45a1-bfe7-7fd3b07bf4e2,different_values,406,archived_link,Archived Link - Uruguay,Archived Link - Brazil,archived link - uruguay,archived link - brazil
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,date_1,2025-06-11,2025-06-11 00:00:00,2025-06-11,2025-06-11 00:00:00
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,quantity,1.84,3.0,184,30
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,country,Brazil,Uruguay,brazil,uruguay
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,department/state,Paraná,Montevideo,paraná,montevideo
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,municipality/port,Cascavel,Montevideo (Carrasco),cascavel,montevideo (carrasco)
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,destination_1_region,Europe,Asia,europe,asia
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,destination_1_country,Spain,,spain,
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,destination_1_department/state,Comunitat Valenciana,,comunitat valenciana,
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,destination_1_municipality/port,Valencia,,valencia,
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,description,"La Policía Federal Brasileña detuvo a una mujer paraguaya que pretendía enviar 1.84 kilogramos de cocaína a Valencia, España. La droga iba adherida a su cuerpo bajo su ropa.","Un operativo conjunto entre la Dirección General de Represión al Tráfico Ilícito de Drogas y la Dirección Nacional de Aduanas, permitió desarticular un intento de tráfico internacional de drogas mediante encomiendas enviadas desde Uruguay hacia distintos países de Asia y Medio Oriente. La intervención de un equipo especializado con perros entrenados confirmó la presencia de sustancias estupefacientes. Tras la inspección, las autoridades incautaron: • 18 vestidos con botones que contenían 520 gramos de clorhidrato de cocaína. • 4 carteras de mujer, con envoltorios ocultos, que sumaron 510 gramos de la misma sustancia. • 5 camperas, cada una con bultos de nailon camuflados, con un total de 1.270 gramos. • 23 vestidos adicionales, con 239 botones cargados con cocaína, que totalizaron 625,14 gramos.",la policía federal brasileña detuvo a una mujer paraguaya que pretendía enviar 184 kilogramos de cocaína a valencia españa la droga iba adherida a su cuerpo bajo su ropa,un operativo conjunto entre la dirección general de represión al tráfico ilícito de drogas y la dirección nacional de aduanas permitió desarticular un intento de tráfico internacional de drogas mediante encomiendas enviadas desde uruguay hacia distintos países de asia y medio oriente la intervención de un equipo especializado con perros entrenados confirmó la presencia de sustancias estupefacientes tras la inspección las autoridades incautaron: • 18 vestidos con botones que contenían 520 gramos de clorhidrato de cocaína • 4 carteras de mujer con envoltorios ocultos que sumaron 510 gramos de la misma sustancia • 5 camperas cada una con bultos de nailon camuflados con un total de 1270 gramos • 23 vestidos adicionales con 239 botones cargados con cocaína que totalizaron 62514 gramos
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,source_link,https://www.abc.com.py/este/2025/06/11/detienen-a-paraguaya-con-cocaina-adherida-al-cuerpo-en-aeropuerto-de-brasil/,https://www.aduanas.gub.uy/innovaportal/v/27633/6/innova.front/operativo-logra-incautar-casi-3-kilos-de-cocaina-en-encomiendas-hacia-asia-y-medio-oriente.html,https://wwwabccompy/este/2025/06/11/detienen-a-paraguaya-con-cocaina-adherida-al-cuerpo-en-aeropuerto-de-brasil/,https://wwwaduanasgubuy/innovaportal/v/27633/6/innovafront/operativo-logra-incautar-casi-3-kilos-de-cocaina-en-encomiendas-hacia-asia-y-medio-orientehtml
d770544f-5d0b-4bae-b898-3474de133f73,different_values,407,archived_link,Archived Link - Brazil,Archived Link - Uruguay,archived link - brazil,archived link - uruguay
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,date_1,2025-06-11,2025-06-11 00:00:00,2025-06-11,2025-06-11 00:00:00
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,quantity,1.04,1.84,104,184
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,modus_operandi/place_seizure,Land,Air,land,air
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,country,Paraguay,Brazil,paraguay,brazil
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,department/state,Región Oriental,Paraná,región oriental,paraná
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,municipality/port,Asunción,Cascavel,asunción,cascavel
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,destination_1_region,,Europe,,europe
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,destination_1_country,,Spain,,spain
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,destination_1_department/state,,Comunitat Valenciana,,comunitat valenciana
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,destination_1_municipality/port,,Valencia,,valencia
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,description,"Durante una inspección rutinaria, agentes de polícia descrubrieron 1.04 kilogramos de cocaína en el muro exterior de la Penitenciaria Nacional de Tucumbú, en Asunción. ","La Policía Federal Brasileña detuvo a una mujer paraguaya que pretendía enviar 1.84 kilogramos de cocaína a Valencia, España. La droga iba adherida a su cuerpo bajo su ropa.",durante una inspección rutinaria agentes de polícia descrubrieron 104 kilogramos de cocaína en el muro exterior de la penitenciaria nacional de tucumbú en asunción,la policía federal brasileña detuvo a una mujer paraguaya que pretendía enviar 184 kilogramos de cocaína a valencia españa la droga iba adherida a su cuerpo bajo su ropa
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,source_link,https://www.abc.com.py/policiales/2025/06/11/policia-halla-droga-abandonada-dentro-de-la-penitenciaria-tacumbu/,https://www.abc.com.py/este/2025/06/11/detienen-a-paraguaya-con-cocaina-adherida-al-cuerpo-en-aeropuerto-de-brasil/,https://wwwabccompy/policiales/2025/06/11/policia-halla-droga-abandonada-dentro-de-la-penitenciaria-tacumbu/,https://wwwabccompy/este/2025/06/11/detienen-a-paraguaya-con-cocaina-adherida-al-cuerpo-en-aeropuerto-de-brasil/
c4e0ab50-9240-41a4-8f52-caa9689e581f,different_values,408,archived_link,Archived Link - Paraguay,Archived Link - Brazil,archived link - paraguay,archived link - brazil
ea83689a-7aaf-4d26-ba11-b40c6cc595c5,different_values,409,date_1,2025-06-12,2025-06-11 00:00:00,2025-06-12,2025-06-11 00:00:00
ea83689a-7aaf-4d26-ba11-b40c6cc595c5,different_values,409,day,12,11,12,11
ea83689a-7aaf-4d26-ba11-b40c6cc595c5,different_values,409,quantity,6.4,1.04,64,104
ea83689a-7aaf-4d26-ba11-b40c6cc595c5,different_values,409,country,Brazil,Paraguay,brazil,paraguay
ea83689a-7aaf-4d26-ba11-b40c6cc595c5,different_values,409,department/state,Paraná,Región Oriental,paraná,región oriental
ea83689a-7aaf-4d26-ba11-b40c6cc595c5,different_values,409,municipality/port,Foz do Iguaçu,Asunción,foz do iguaçu,asunción
ea83689a-7aaf-4d26-ba11-b40c6cc595c5,different_values,409,description,"Agentes de la Policía Federal arrestaron, la tarde de este miércoles (6/11), a un adolescente que transportaba grandes cantidades de cocaína en la estación internacional de autobuses de Foz do Iguaçu. Durante una inspección rutinaria, con la ayuda de perros rastreadores, la policía detectó a una adolescente actuando de forma sospechosa en la entrada de la estación de autobuses. Al revisar su equipaje, encontraron seis paquetes con cocaína, con un peso total aproximado de 6,4 kg.","Durante una inspección rutinaria, agentes de polícia descrubrieron 1.04 kilogramos de cocaína en el muro exterior de la Penitenciaria Nacional de Tucumbú, en Asunción. ",agentes de la policía federal arrestaron la tarde de este miércoles (6/11) a un adolescente que transportaba grandes cantidades de cocaína en la estación internacional de autobuses de foz do iguaçu durante una inspección rutinaria con la ayuda de perros rastreadores la policía detectó a una adolescente actuando de forma sospechosa en la entrada de la estación de autobuses al revisar su equipaje encontraron seis paquetes con cocaína con un peso total aproximado de 64 kg,durante una inspección rutinaria agentes de polícia descrubrieron 104 kilogramos de cocaína en el muro exterior de la penitenciaria nacional de tucumbú en asunción
ea83689a-7aaf-4d26-ba11-b40c6cc595c5,different_values,409,source_link,https://www.gov.br/pf/pt-br/assuntos/noticias/2025/06/pf-apreende-adolescente-com-cocaina-em-foz-do-iguacu-pr,https://www.abc.com.py/policiales/2025/06/11/policia-halla-droga-abandonada-dentro-de-la-penitenciaria-tacumbu/,https://wwwgovbr/pf/pt-br/assuntos/noticias/2025/06/pf-apreende-adolescente-com-cocaina-em-foz-do-iguacu-pr,https://wwwabccompy/policiales/2025/06/11/policia-halla-droga-abandonada-dentro-de-la-penitenciaria-tacumbu/
ea83689a-7aaf-4d26-ba11-b40c6cc595c5,different_values,409,archived_link,Archived Link - Brazil,Archived Link - Paraguay,archived link - brazil,archived link - paraguay
38b7d45c-543f-4ff5-876e-1c187cea2840,different_values,410,date_1,2025-06-12,2025-06-12 00:00:00,2025-06-12,2025-06-12 00:00:00
38b7d45c-543f-4ff5-876e-1c187cea2840,different_values,410,quantity,3.1,6.4,31,64
38b7d45c-543f-4ff5-876e-1c187cea2840,different_values,410,department/state,Pernambuco,Paraná,pernambuco,paraná
38b7d45c-543f-4ff5-876e-1c187cea2840,different_values,410,municipality/port,Salgueiro,Foz do Iguaçu,salgueiro,foz do iguaçu
38b7d45c-543f-4ff5-876e-1c187cea2840,different_values,410,description,"Un hombre de 33 años que transportaba 3,1 kg de cocaína en un coche robado fue detenido este miércoles (11) por la Policía Federal de Carreteras (PRF), en la BR 232, en Salgueiro, en el interior de Pernambuco. La droga estaba oculta tras el revestimiento del maletero del vehículo.","Agentes de la Policía Federal arrestaron, la tarde de este miércoles (6/11), a un adolescente que transportaba grandes cantidades de cocaína en la estación internacional de autobuses de Foz do Iguaçu. Durante una inspección rutinaria, con la ayuda de perros rastreadores, la policía detectó a una adolescente actuando de forma sospechosa en la entrada de la estación de autobuses. Al revisar su equipaje, encontraron seis paquetes con cocaína, con un peso total aproximado de 6,4 kg.",un hombre de 33 años que transportaba 31 kg de cocaína en un coche robado fue detenido este miércoles (11) por la policía federal de carreteras (prf) en la br 232 en salgueiro en el interior de pernambuco la droga estaba oculta tras el revestimiento del maletero del vehículo,agentes de la policía federal arrestaron la tarde de este miércoles (6/11) a un adolescente que transportaba grandes cantidades de cocaína en la estación internacional de autobuses de foz do iguaçu durante una inspección rutinaria con la ayuda de perros rastreadores la policía detectó a una adolescente actuando de forma sospechosa en la entrada de la estación de autobuses al revisar su equipaje encontraron seis paquetes con cocaína con un peso total aproximado de 64 kg
38b7d45c-543f-4ff5-876e-1c187cea2840,different_values,410,source_link,https://www.gov.br/prf/pt-br/noticias/estaduais/pernambuco/2025/junho/homem-e-detido-com-cocaina-carro-roubado-e-documento-falso-em-salgueiro,https://www.gov.br/pf/pt-br/assuntos/noticias/2025/06/pf-apreende-adolescente-com-cocaina-em-foz-do-iguacu-pr,https://wwwgovbr/prf/pt-br/noticias/estaduais/pernambuco/2025/junho/homem-e-detido-com-cocaina-carro-roubado-e-documento-falso-em-salgueiro,https://wwwgovbr/pf/pt-br/assuntos/noticias/2025/06/pf-apreende-adolescente-com-cocaina-em-foz-do-iguacu-pr
894f1709-7a06-4994-89d3-e9ac7f83ddb5,different_values,411,date_1,2025-06-12,2025-06-12 00:00:00,2025-06-12,2025-06-12 00:00:00
894f1709-7a06-4994-89d3-e9ac7f83ddb5,different_values,411,quantity,97.0,3.1,970,31
894f1709-7a06-4994-89d3-e9ac7f83ddb5,different_values,411,country,Argentina,Brazil,argentina,brazil
894f1709-7a06-4994-89d3-e9ac7f83ddb5,different_values,411,department/state,Salta/Jujuy,Pernambuco,salta/jujuy,pernambuco
894f1709-7a06-4994-89d3-e9ac7f83ddb5,different_values,411,municipality/port,La Quiaca,Salgueiro,la quiaca,salgueiro
894f1709-7a06-4994-89d3-e9ac7f83ddb5,different_values,411,description,"A raíz de meses de tareas investigativas, los gendarmes de la Patrulla Fija ""El Naranjo"" lograron impedir el traslado de 64 kilos 669 gramos del estupefaciente acondicionados en los paneles laterales del baúl de un vehículo. Al día siguiente del descubrimiento de la droga, los funcionarios localizaron un domicilio en la ciudad jujeña de La Quiaca, que era usado como acopio de drogas. La inspección del inmueble culminó en el decomiso de otros 32 kilos 415 gramos escondidos en un auto.","Un hombre de 33 años que transportaba 3,1 kg de cocaína en un coche robado fue detenido este miércoles (11) por la Policía Federal de Carreteras (PRF), en la BR 232, en Salgueiro, en el interior de Pernambuco. La droga estaba oculta tras el revestimiento del maletero del vehículo.","a raíz de meses de tareas investigativas los gendarmes de la patrulla fija ""el naranjo"" lograron impedir el traslado de 64 kilos 669 gramos del estupefaciente acondicionados en los paneles laterales del baúl de un vehículo al día siguiente del descubrimiento de la droga los funcionarios localizaron un domicilio en la ciudad jujeña de la quiaca que era usado como acopio de drogas la inspección del inmueble culminó en el decomiso de otros 32 kilos 415 gramos escondidos en un auto",un hombre de 33 años que transportaba 31 kg de cocaína en un coche robado fue detenido este miércoles (11) por la policía federal de carreteras (prf) en la br 232 en salgueiro en el interior de pernambuco la droga estaba oculta tras el revestimiento del maletero del vehículo
894f1709-7a06-4994-89d3-e9ac7f83ddb5,different_values,411,source_link,https://www.argentina.gob.ar/noticias/salta-y-jujuy-97-kilos-de-cocaina-incautados-en-un-control-vial-y-tras-el-registro-de-un,https://www.gov.br/prf/pt-br/noticias/estaduais/pernambuco/2025/junho/homem-e-detido-com-cocaina-carro-roubado-e-documento-falso-em-salgueiro,https://wwwargentinagobar/noticias/salta-y-jujuy-97-kilos-de-cocaina-incautados-en-un-control-vial-y-tras-el-registro-de-un,https://wwwgovbr/prf/pt-br/noticias/estaduais/pernambuco/2025/junho/homem-e-detido-com-cocaina-carro-roubado-e-documento-falso-em-salgueiro
894f1709-7a06-4994-89d3-e9ac7f83ddb5,different_values,411,archived_link,Archived Link - Argentina,Archived Link - Brazil,archived link - argentina,archived link - brazil
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,date_1,2025-06-12,2025-06-12 00:00:00,2025-06-12,2025-06-12 00:00:00
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,drug_type,All/Unspecified/Multiple,Cocaine,all/unspecified/multiple,cocaine
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,quantity,49.0,97.0,490,970
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,country,Chile,Argentina,chile,argentina
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,department/state,Antofagasta,Salta/Jujuy,antofagasta,salta/jujuy
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,municipality/port,,La Quiaca,,la quiaca
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,origin_country,Bolivia,,bolivia,
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,description,"En prisión preventiva quedaron cuatro ciudadanos bolivianos detenidos en el sector fronterizo en Ollagüe, región de Antofagasta, mientras intentaban ingresar un gran cargamento de drogas al país. Específicamente, se trató de 1.266 kilos de marihuana, 29 kilos de clorhidrato de cocaína y 20 kilos de pasta base. El plazo de investigación quedó en 110 días.","A raíz de meses de tareas investigativas, los gendarmes de la Patrulla Fija ""El Naranjo"" lograron impedir el traslado de 64 kilos 669 gramos del estupefaciente acondicionados en los paneles laterales del baúl de un vehículo. Al día siguiente del descubrimiento de la droga, los funcionarios localizaron un domicilio en la ciudad jujeña de La Quiaca, que era usado como acopio de drogas. La inspección del inmueble culminó en el decomiso de otros 32 kilos 415 gramos escondidos en un auto.",en prisión preventiva quedaron cuatro ciudadanos bolivianos detenidos en el sector fronterizo en ollagüe región de antofagasta mientras intentaban ingresar un gran cargamento de drogas al país específicamente se trató de 1266 kilos de marihuana 29 kilos de clorhidrato de cocaína y 20 kilos de pasta base el plazo de investigación quedó en 110 días,"a raíz de meses de tareas investigativas los gendarmes de la patrulla fija ""el naranjo"" lograron impedir el traslado de 64 kilos 669 gramos del estupefaciente acondicionados en los paneles laterales del baúl de un vehículo al día siguiente del descubrimiento de la droga los funcionarios localizaron un domicilio en la ciudad jujeña de la quiaca que era usado como acopio de drogas la inspección del inmueble culminó en el decomiso de otros 32 kilos 415 gramos escondidos en un auto"
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,source_link,https://www.biobiochile.cl/noticias/nacional/region-de-antofagasta/2025/06/12/mas-de-una-tonelada-de-droga-incautada-en-frontera-con-bolivia-hay-cuatro-detenidos.shtml,https://www.argentina.gob.ar/noticias/salta-y-jujuy-97-kilos-de-cocaina-incautados-en-un-control-vial-y-tras-el-registro-de-un,https://wwwbiobiochilecl/noticias/nacional/region-de-antofagasta/2025/06/12/mas-de-una-tonelada-de-droga-incautada-en-frontera-con-bolivia-hay-cuatro-detenidosshtml,https://wwwargentinagobar/noticias/salta-y-jujuy-97-kilos-de-cocaina-incautados-en-un-control-vial-y-tras-el-registro-de-un
73fcb71c-8dc9-4b8b-bb44-6997bc84f5f8,different_values,412,archived_link,Archived Link - Chile,Archived Link - Argentina,archived link - chile,archived link - argentina
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,date_1,2025-06-13,2025-06-12 00:00:00,2025-06-13,2025-06-12 00:00:00
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,day,13,12,13,12
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,drug_type,Cocaine,All/Unspecified/Multiple,cocaine,all/unspecified/multiple
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,quantity,1112.0,49.0,11120,490
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,modus_operandi/place_seizure,Maritime vessel,Land,maritime vessel,land
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,region,North America,South America,north america,south america
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,country,Mexico,Chile,mexico,chile
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,department/state,Guerrero,Antofagasta,guerrero,antofagasta
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,origin_country,,Bolivia,,bolivia
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,transit_1_region,North America,,north america,
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,transit_1_country,Mexico,,mexico,
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,description,Las autoridades mexicanas decomisaron 1112 kilos de cocaína transportados en las costas de Guerrero en el marco de un operativo realizado por aire y mar.,"En prisión preventiva quedaron cuatro ciudadanos bolivianos detenidos en el sector fronterizo en Ollagüe, región de Antofagasta, mientras intentaban ingresar un gran cargamento de drogas al país. Específicamente, se trató de 1.266 kilos de marihuana, 29 kilos de clorhidrato de cocaína y 20 kilos de pasta base. El plazo de investigación quedó en 110 días.",las autoridades mexicanas decomisaron 1112 kilos de cocaína transportados en las costas de guerrero en el marco de un operativo realizado por aire y mar,en prisión preventiva quedaron cuatro ciudadanos bolivianos detenidos en el sector fronterizo en ollagüe región de antofagasta mientras intentaban ingresar un gran cargamento de drogas al país específicamente se trató de 1266 kilos de marihuana 29 kilos de clorhidrato de cocaína y 20 kilos de pasta base el plazo de investigación quedó en 110 días
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,source_link,https://www.excelsior.com.mx/nacional/aseguran-tonelada-cocaina-costas-guerrero/1721404,https://www.biobiochile.cl/noticias/nacional/region-de-antofagasta/2025/06/12/mas-de-una-tonelada-de-droga-incautada-en-frontera-con-bolivia-hay-cuatro-detenidos.shtml,https://wwwexcelsiorcommx/nacional/aseguran-tonelada-cocaina-costas-guerrero/1721404,https://wwwbiobiochilecl/noticias/nacional/region-de-antofagasta/2025/06/12/mas-de-una-tonelada-de-droga-incautada-en-frontera-con-bolivia-hay-cuatro-detenidosshtml
6c5510ba-2f69-452a-a4a1-e2b478f0d84d,different_values,413,archived_link,Archived Link - Mexico,Archived Link - Chile,archived link - mexico,archived link - chile
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,date_1,2025-06-15,2025-06-13 00:00:00,2025-06-15,2025-06-13 00:00:00
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,day,15,13,15,13
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,quantity,500.0,1112.0,5000,11120
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,modus_operandi/place_seizure,Land,Maritime vessel,land,maritime vessel
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,region,South America,North America,south america,north america
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,country,Ecuador,Mexico,ecuador,mexico
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,department/state,Napo,Guerrero,napo,guerrero
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,municipality/port,Tena,,tena,
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,transit_1_region,South America,North America,south america,north america
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,transit_1_country,Ecuador,Mexico,ecuador,mexico
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,transit_1_department/state,Napo,,napo,
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,transit_1_municipality/port,Tena,,tena,
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,description,"500 kilos de cocaína eran transportados en un camión con doble fondo en la provincia de Napo, Ecuador. El conductor fue detenido y está a la espera de que se decida su situación judicial.",Las autoridades mexicanas decomisaron 1112 kilos de cocaína transportados en las costas de Guerrero en el marco de un operativo realizado por aire y mar.,500 kilos de cocaína eran transportados en un camión con doble fondo en la provincia de napo ecuador el conductor fue detenido y está a la espera de que se decida su situación judicial,las autoridades mexicanas decomisaron 1112 kilos de cocaína transportados en las costas de guerrero en el marco de un operativo realizado por aire y mar
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,source_link,https://www.ecuavisa.com/noticias/seguridad/narcotrafico-tena-napo-cocaina-volquete-LD9511940,https://www.excelsior.com.mx/nacional/aseguran-tonelada-cocaina-costas-guerrero/1721404,https://wwwecuavisacom/noticias/seguridad/narcotrafico-tena-napo-cocaina-volquete-ld9511940,https://wwwexcelsiorcommx/nacional/aseguran-tonelada-cocaina-costas-guerrero/1721404
d772bc24-a107-4069-90fa-1d3a187ecc81,different_values,414,archived_link,Archived Link - Ecuador,Archived Link - Mexico,archived link - ecuador,archived link - mexico
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,date_1,2025-06-13,2025-06-15 00:00:00,2025-06-13,2025-06-15 00:00:00
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,day,13,15,13,15
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,quantity,4500.0,500.0,45000,5000
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,modus_operandi/place_seizure,Container,Land,container,land
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,region,Europe,South America,europe,south america
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,country,Netherlands,Ecuador,netherlands,ecuador
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,department/state,North Holland,Napo,north holland,napo
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,municipality/port,Amsterdam,Tena,amsterdam,tena
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,transit_1_region,,South America,,south america
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,transit_1_country,,Ecuador,,ecuador
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,transit_1_department/state,,Napo,,napo
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,transit_1_municipality/port,,Tena,,tena
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,destination_1_region,Europe,,europe,
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,destination_1_country,Netherlands,,netherlands,
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,destination_1_department/state,North Holland,,north holland,
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,destination_1_municipality/port,Amsterdam,,amsterdam,
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,description,"La aduana holandesa decomisó 4500 kilos de cocaína en un contenedor con madera proveniente de África Occidental. El contenedor llegó un día antes pero ante algunas irregularidades, decidieron hacer un análisis más exhaustivo tras lo que hallaron la cocaína","500 kilos de cocaína eran transportados en un camión con doble fondo en la provincia de Napo, Ecuador. El conductor fue detenido y está a la espera de que se decida su situación judicial.",la aduana holandesa decomisó 4500 kilos de cocaína en un contenedor con madera proveniente de áfrica occidental el contenedor llegó un día antes pero ante algunas irregularidades decidieron hacer un análisis más exhaustivo tras lo que hallaron la cocaína,500 kilos de cocaína eran transportados en un camión con doble fondo en la provincia de napo ecuador el conductor fue detenido y está a la espera de que se decida su situación judicial
