event_type,time_unit,date_1,date_2,year,month,day,duration,drug_type,quantity,weight_unit,modus_operandi,sub_modus_operandi,region,country,department/state,municipality/port,origin_country,origin_area,origin_municipality,transit_1_region,transit_1_country,transit_1_department/state,transit_1_municipality/port,transit_2_region,transit_2_country,transit_2_department/state,transit_2_municipality/port,destination_1_region,destination_1_country,destination_1_department/state,destination_1_municipality/port,destination_2_country,destination_2_municipality/port,description,criminal_group_1,criminal_group_2,criminal_group_3,source_link,archived_link,project_interested,uid
Seizure,Individual,2025-07-21,,2025,7,21,,Cocaine,25.0,Kilogram,Container,Hidden in cooling unit,Africa,Morocco,Tangier,Tangier Med,,,,,,,,,,,,Europe,Netherlands,,,,,25 kg of cocaine hidden in cooling system of container seized at Tangier Med port en route to NL.,,,,https://www.crimesite.nl/cocaine-op-weg-naar-nederland-gepakt-in-marokko/,Archived Link - Morocco,,8cfb7a07-b800-40ac-bff2-5932b7600ad7
Seizure,Individual,2025-04-13,,2025,4,13,,Crack Cocaine,30.0,Kilogram,Land,,South America,Brazil,Pará,Vitória do Xingu,Peru,,,South America,Brazil,Amazonas,Santarem,,Brazil,Pará,Vitória do Xingu,,Brazil,Pará,Altamira,,,"Gabriel Batista Santos y Edisan Souza dos Santos salieron de Santarém , en el oeste de Pará, con aproximadamente 30 kg de droga. Fueron detenidos en Vitória do Xingu. Según la Policía Civil, el cargamento de crack había sido monitoreado durante al menos 15 días, cuando los equipos fueron informados del material narcótico que salía de la frontera entre Brasil y Perú y tenía como destino el municipio de Altamira. La droga entró al estado de Amazonas y luego fue llevada a Santarém, desde donde continuaría vía terrestre hasta Altamira.",,,,https://g1.globo.com/pa/santarem-regiao/noticia/2025/04/13/operacao-forja-santareno-e-preso-em-vitoria-do-xingu-suspeito-de-envolvimento-com-o-trafico-internacional-de-drogas.ghtml,Archived Link - Brazil,MAD,39661277-469b-4cd9-b654-39d94b8c625f
Seizure,Individual,2025-09-22,,2025,9,22,,Cocaine,30.0,Kilogram,Land,,South America,Brazil,Sao Paulo,Várzea Paulista,,,,South America,Brazil,Sao Paulo,Várzea Paulista,,,,,,,,,,,"Police seized approximately 30 kg of cocaine and materials used to produce counterfeit alcoholic beverages during a raid on a residence in Várzea Paulista, SP.",,,,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2025/09/22/policia-apreende-drogas-e-materiais-para-fabricacao-de-bebidas-falsificadas-em-varzea-paulista.ghtml,Archived Link - Brazil,,65a4564c-60ff-4068-994e-919a6db07eb9
Seizure,Individual,2025-03-31,,2025,3,31,,Cocaine,30.0,Package,Land,,South America,Bolivia,,,,,,South America,Bolivia,,,,,,,,,,,,,30 paquetes de cocaína fueron encontrados en un paso ilegal entre Bolivia y Argentina.,,,,https://www.eldia.com.bo/2025-03-31/pais/descubren-30-paquetes-de-cocaina-ocultos-en-frazadas-un-intento-de-trafico-hacia-argentina-que-sorprende.html,Archived Link - Bolivia,,47bcbdd8-d00b-4e0a-9039-c6bcc5821e97
Seizure,Individual,2025-09-17,,2025,9,17,,Cocaine Base,30.0,Package,Land,Hidden in bus luggage (3 suitcases),South America,Bolivia,Oruro/Potosí route,,,,,,,,,,,,,,,,,,,FELCN seized 30 packages of cocaine base hidden in suitcases on a bus traveling Oruro–Potosí.,,,,https://www.opinion.com.bo/articulo/policial/encuentran-30-paquetes-droga-bus-que-transitaba-carretera-oruro-potosi/20250918204957980220.html,Archived Link - Bolivia,,9edb1406-dc36-4e17-bf84-796ce5245314
Seizure,Individual,2025-09-18,,2025,9,18,,Cocaine Base,30.0,Package,Land,Bus interdepartamental en carretera Oruro‑Potosí,South America,Bolivia,,,,,,,,,,,,,,,,,,,,Hallan 30 paquetes de pasta base de cocaína en maletas dentro de un bus de transporte interdepartamental en la carretera entre Oruro y Potosí.,,,,https://www.opinion.com.bo/articulo/policial/encuentran-30-paquetes-droga-bus-que-transitaba-carretera-oruro-potosi/20250918204957980220.html,Archived Link - Bolivia,,b7d00b23-6fe7-4af2-8742-f68bfa3f9f9f
Seizure,Individual,2025-06-08,,2025,6,8,,Cocaine,32.0,Kilogram,Land,,South America,Brazil,Río de Janeiro,Piraí,,,,,,,,,,,,,,,,,,"La noche del sábado 7 de junio, la Policía Federal arrestó a un camionero que transportaba alrededor de 600 kg de marihuana y 32 kg de cocaína, ocultos entre un cargamento de productos de limpieza. El abordaje ocurrió en la Carretera Presidente Dutra, cerca del municipio de Piraí/RJ, durante un retén policial realizado por la Policía Federal. El operativo contó con la ayuda de perros rastreadores que localizaron las cajas ocultas donde se almacenaba la droga. Además de la droga, la policía encontró un revólver calibre .38 con el número de serie borrado en posesión del conductor.",,,,https://www.gov.br/pf/pt-br/assuntos/noticias/2025/06/pf-apreende-mais-de-600-kg-de-drogas-e-arma-de-fogo-em-caminhao-interceptado-na-rodovia-presidente-dutra,Archived Link - Brazil,,73156496-cd6b-4e2e-9841-2fb360356fef
Seizure,Individual,2025-08-14,,2025,8,14,,Cocaine,32.0,Kilogram,Land,Hidden inside spare truck tires ,South America,Brazil,Mato Grosso do Sul,Três Lagoas,,,,,Brazil,South America,Corumbá (MS),,,,,,Brazil,São Paulo,Bauru,,,PRF found 35 kg cocaine and 12 kg marijuana hidden in spare tires of a truck traveling BR-262. Driver confessed load came from Corumbá (MS) and was destined for Bauru (SP).,,,,https://www.gov.br/prf/pt-br/noticias/estaduais/mato-grosso-do-sul/2025/agosto/prf-apreende-47-kg-de-cocaina-e-maconha-em-tres-lagoas-ms,Archived Link - Brazil,,90ee63e4-59e2-4b83-9551-79f4c72c7ae9
Seizure,Individual,2025-08-11,,2025,8,11,,Cocaine,41.0,Kilogram,Land,Hidden in car trunk compartment,South America,Brazil,São Paulo,Bragança Paulista,,,,,,,,,,,,,,,,,,PRF seized 43 kg of cocaine hidden in a trunk compartment during a highway inspection in Bragança Paulista; one suspect detained.,,,,https://g1.globo.com/sp/vale-do-paraiba-regiao/noticia/2025/08/12/prf-apreende-43-kg-de-cocaina-escondidos-em-porta-malas-de-carro-na-fernao-dias.ghtml,Archived Link - Brazil,,ce215fbe-c9d6-4a0d-b458-d2c856f7511d
Seizure,Individual,2025-08-26,,2025,8,26,,Cocaine,41.0,Kilogram,Land,Camión interceptado en BR‑158; conductor intentó huir y arrojar tabletes,South America,Brazil,Mato Grosso do Sul,Paranaíba (MS),,,,South America,Brazil,Mato Grosso do Sul,Paranaíba (MS),,,,,,,,,,,La PRF interceptó un camión en la BR‑158 en Paranaíba (MS) con 41 kg de cocaína. El conductor intentó huir y descartó parte de la carga.,,,,https://www.gov.br/prf/pt-br/noticias/estaduais/mato-grosso-do-sul/2025/agosto/prf-apreende-41-kg-de-cocaina-em-paranaiba-ms,Archived Link - Brazil,,d91780bc-55e2-4988-a579-905ab94dcc8c
Seizure,Individual,2025-03-28,,2025,3,28,,Cocaine,44.0,Kilogram,Land,,South America,Argentina,Jujuy,Volcán,,,,South America,Argentina,Jujuy,Volcán,,,,,,,,,,,Un perro antodrogas localizó 44 kilos de cocaína en dos vehículos que se movilizaban por la provincia de Jujuy en Argentina. A las personas que se movilizaban en los carros les decomisaron dinero boliviano.,,,,https://www.argentina.gob.ar/noticias/secuestramos-44-kilos-de-cocaina-y-detuvimos-cuatro-personas-en-jujuy,Archived Link - Argentina,,52acd033-05bb-4d3c-a1f1-7ce0af61b4f1
Seizure,Individual,2025-08-16,,2025,8,16,,Cocaine,44.0,Kilogram,Land,Hidden in maize cargo inside truck,South America,Argentina,Santiago del Estero,,,,,South America,Argentina,Santiago del Estero,,,,,,,,,,,,Seizure of 44 kg of cocaine concealed in maize cargo reported in mid‑August 2025.,,,,https://www.eltribuno.com/policiales/2025-8-16-0-0-0-maiz-de-aguaray-con-44-kg-de-cocaina,Archived Link - Argentina,,8623d3bc-8f6c-480a-b494-c3f01f49feac
Seizure,Individual,2025-09-16,,2025,9,16,,Cocaine,44.0,Kilogram,Land,Hidden in vehicle panels (Fiat Toro),South America,Argentina,Tucumán,Tafí del Valle,,,,,,,,,,,,,,,,,,43.87 Kilograms of cocaine seized from a pickup truck with hidden panels on Ruta Nacional 40 in Tafí del Valle. Two Bolivians detained.,,,,Unclear,Archived Link - Argentina,,a66e99c5-54b5-4a42-91c7-9950e29010d3
Seizure,Individual,2025-04-30,,2025,4,30,,Cocaine,59.0,Kilogram,Land,,South America,Argentina,Salta,Salvador Mazza,Bolivia,,,,,,,,,,,,Chile,,,,,Authorities seized 59 kilos of cocaine hidden in cargo trucks headed for Chile.,,,,https://www.argentina.gob.ar/noticias/la-aduana-desbarato-el-trafico-de-59-kilos-de-cocaina-ocultos-en-camiones-de-carga,Archived Link - Argentina,,8234fe6e-387f-48cd-8a19-0544612e11ef
Seizure,Individual,2025-05-15,,2025,5,15,,Cocaine,59.0,Kilogram,Land,,South America,Argentina,Tucumán,Colalao del Valle,,,,,,,,,,,,,,,,,,"On May 15, 2025, Argentine Gendarmerie officers intercepted a Jeep Compass on National Route 40 near Colalao del Valle, Tucumán province. uppon dismantling the panels, officers discovered 56 rectangular packages containing cocaine, with a total weight of 58.955 kilograms.",,,,https://www.diariomendoza.com.ar/policiales/casi-59-kilos-cocaina-fueron-hallados-baul-auto-tucuman-n103231,Archived Link - Argentina,,c5db6710-ae7a-40b7-bd35-59f44a5a8926
Seizure,Individual,2025-08-06,,2025,8,6,,Cocaine,70.0,Kilogram,Land,Hidden in compartment in vehicle,South America,Brazil,Paraná,Medianeira,,,,,,,,,,,,,,,,,,"70 kg of cocaine seized in vehicle on BR-277 in Medianeira, PR.",,,,https://www.gov.br/pf/pt-br/assuntos/noticias/2024/08/pf-apreende-70-kg-de-cocaina-na-br-277-em-medianeira-pr,Archived Link - Brazil,,b2b7019a-8e3c-48cb-8dd4-6730ee3a85f8
Seizure,Individual,2025-09-29,,2025,9,29,,Cocaine,70.0,Kilogram,Land,Cocaine hidden in bags; Praia da Redinha beach,South America,Brazil,Rio Grande do Norte,Natal (Praia da Redinha),,,,,,,,,,,,,,,,,,"70 kg of cocaine seized on beach in Natal, Brazil.",,,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2025/09/29/cocaina-apreendida-na-redinha.ghtml,Archived Link - Brazil,,e617b4c3-85c6-44ec-a1d7-7cfea2ec7d4e
Seizure,Individual,2025-09-29,,2025,9,29,,Cocaine,70.0,Kilogram,Land,Cocaine hidden in bags; Praia da Redinha beach,South America,Brazil,Rio Grande do Norte,Natal (Praia da Redinha),,,,,,,,,,,,,,,,,,"70 kg of cocaine seized on beach in Natal, Brazil.",,,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2025/09/29/cocaina-apreendida-na-redinha.ghtml,Archived Link - Brazil,,440d82c4-d430-4ee5-95ce-2c1e42d48b29
Seizure,Individual,2025-09-07,,2025,9,7,,Cocaine,85.0,Kilogram,Land,"Concealed in fruit crates in truck trailer; marked with ""Delfín"" logo",South America,Argentina,Santiago del Estero,Taboada,,,,,Argentina,Buenos Aires,Mercado Central,,,,,,,,,,,"Authorities intercepted a truck transporting fruit from Perico, Jujuy to Mercado Central, Buenos Aires. Inside, they found 70 cocaine bricks (85 kg) hidden in crates. Packaging was marked with the logo of a known trafficker called ""El Patrón del Norte.""",El Patrón del Norte?*,,,https://www.argentina.gob.ar/noticias/el-dfi-de-la-pfa-incauto-un-millonario-cargamento-de-85-kilos-de-cocaina-y-detuvieron-un,Archived Link - Argentina,,805faf5c-e029-4dab-b9d8-f12d9d6783ee
Seizure,Individual,2025-09-14,,2025,9,14,,Cocaine,85.0,Kilogram,Land,Hidden under bananas and papayas in truck cargo,South America,Argentina,Santiago del Estero,Taboada,,,,,Argentina,Jujuy,Perico,,,,,,,,,,,"The Argentine Federal Police (PFA) intercepted a Scania truck in Taboada, Santiago del Estero, carrying 85 Kilograms of cocaine hidden beneath crates of bananas and papayas. The truck originated in Perico, Jujuy, and was headed to the Mercado Central in Buenos Aires. Authorities believe the drugs entered Argentina via the northern border. The cocaine packages bore the stamp of ""El Delfín,"" a known trafficker in the region.",,,,https://www.eltribuno.com/policiales/2025-9-13-0-0-0-entre-bananas-y-papayas-se-escondian-85-kg-de-cocaina,Archived Link - Argentina,,f1a70ef4-0ace-46f4-b9cb-612e5b07dc95
Seizure,Individual,2025-06-04,,2025,6,4,,Cocaine,90.0,Kilogram,Land,,South America,Brazil,Parana,Presidente Castelo Branco,,,,,,,,,,,,,,,,,,"El 4 de junio de 2025, la Policía Rodoviaria Federal (PRF) de Brasil incautó 92,8 kilogramos de pasta base de cocaína durante una inspección en la carretera BR-376, en el municipio de Presidente Castelo Branco, estado de Paraná. La droga estaba oculta en un compartimento de aluminio instalado bajo el piso de una camioneta",,,,https://www.gov.br/prf/pt-br/noticias/estaduais/parana/2025/junho/prf-apreende-mais-de-90-quilos-de-cocaina-em-presidente-castelo-branco-pr,Archived Link - Brazil,,34ad1c09-1314-4c54-a4cb-c3e25a3f00db
Seizure,Individual,2025-07-08,,2025,7,8,,Cocaine,90.0,Kilogram,Land,,South America,Brazil,Minas Gerais,Cambui,,,,,,,,,,,,,,,,,,"Una pareja fue detenida con más de 90 kg de cocaína durante un asalto en la carretera Fernão Dias, en Cambuí (MG) , la tarde de este lunes (7). Según la Policía Federal de Carreteras, la droga estaría valuada en más de R$ 4,5 millones.",,,,https://g1.globo.com/mg/sul-de-minas/noticia/2025/07/08/casal-e-preso-com-mais-de-90-kg-de-cocaina-na-rodovia-fernao-dias-em-cambui-mg.ghtml,Archived Link - Brazil,,6f9bd72e-ce59-4800-ba88-3a6dee450ab1
Seizure,Individual,2025-10-01,,2025,10,1,,Cocaine,99.0,Kilogram,Land,Hidden in furgón with modified compartments,South America,Colombia,Huila,La Plata,,Cauca,,,,,,,,,,,,,,,,Army intercepted 99 kg of cocaine in a furgón with hidden compartments in Huila.,,,,https://www.wradio.com.co/2025/10/01/ejercito-incauta-99-kilos-de-clorhidrato-de-cocaina-en-carreteras-del-huila/ ,Archived Link - Colombia,,e9b41008-0bbc-4fff-ad5f-20c9755c6cfb
Seizure,Individual,2025-10-01,,2025,10,1,,Cocaine,99.0,Kilogram,Land,Hidden in furgón with special compartments,South America,Colombia,Huila,La Plata,,Cauca,,,,,,,,,,,,,,,,"Nearly 99 kg of cocaine seized on Huila roads, hidden in a van from Cauca.",,,,https://www.bluradio.com/nacion/incautan-casi-100-kilos-de-cocaina-en-carreteras-del-huila-iban-escondidos-en-un-furgon-rg10 ,Archived Link - Colombia,,70bbcc72-46fa-4afb-8840-1536b3e43e45
Seizure,Individual,2025-04-22,,2025,4,22,,Cocaine Base,100.0,Kilogram,Land,,South America,Brazil,Minas Gerais,Juiz de Fora,,,,South America,Brazil,Minas Gerais,Juiz de Fora,,,,,,,,,,,"Un hombre de 25 años conducía un vehículo en el que hallaron 100 kilogramos de pasta base de cocaína en Juis de Fora, Minas Gerais. La droga sería entregada en la ciudad, sin embargo, el conductor no dio más detalles.",,,,https://g1.globo.com/mg/zona-da-mata/noticia/2025/04/22/prf-apreende-mais-de-100-kg-de-pasta-base-de-cocaina-em-carro-na-br-040-em-juiz-de-fora.ghtml,Archived Link - Brazil,,3d3bff7d-f90f-4e99-ae65-49efc73e2fe9
Seizure,Individual,2025-05-19,,2025,5,19,,Cocaine,100.0,Kilogram,Land,,South America,Brazil,Mato Grosso del Sur,Campo Grande,,,,South America,Brazil,Mato Grosso del Sur,Campo Grande,,,,,,,,,,,100 kilos de cocaína fueron incautados dentro de una pieza agrícola transportada en un camión. La pieza agrícola debía ser entregada a una empresa.,,,,https://www.gov.br/prf/pt-br/noticias/estaduais/mato-grosso-do-sul/2025/maio/em-acao-conjunta-prf-e-gaeco-apreendem-100-kg-de-cocaina-em-campo-grande-ms,Archived Link - Brazil,,b2f22524-d0e8-4cbb-9548-40f46ced5d59
Seizure,Individual,2025-07-27,,2025,7,27,,All/Unspecified/Multiple,100.0,Kilogram,Land,Packaged with Trump imagery,South America,Brazil,Rondônia,Guajará-Mirim,,,,,,,,,,,,,,,,,,"Approx. 100 kg of cannabis and cocaine were seized in a house in Guajará-Mirim, on the border with bolivia. Drugs were found hidden in boxes and bags wrapped in packaging with images of Donald Trump. ",Organization trafficking between municipalities in Rondônia,,,https://g1.globo.com/ro/rondonia/noticia/2025/07/28/drogas-embaladas-com-imagem-de-trump-sao-apreendidas-em-ro.ghtml,Archived Link - Brazil,,e38036c8-379f-487f-b5e9-a09a56dbeb1a
Seizure,Individual,2025-07-10,,2025,7,10,,Cocaine,106.0,Kilogram,Land,,South America,Argentina,Tucumán,,,,,,,,,,,,,,,,,,,"Detectan que dos camionetas que viajaban juntas estaban cargadas con 106 kilos de cocaína. Luego de inspeccionar los rodados, los uniformados descubrieron que ambos vehículos trasladaban paquetes rectangulares. Se extrajo un total de 101 ""ladrillos"" del interior de los paneles laterales e inferiores, de la caja de carga como así también detrás del asiento trasero. Este hallazgo derivó en la detención de cuatro personas, quienes llevaban la droga hacia Buenos Aires. Posteriormente, se realizó el registro de un domicilio ubicado en el Partido bonaerense de La Matanza, donde se secuestró elementos de interés para la causa.",,,,https://www.argentina.gob.ar/noticias/tucuman-detectan-que-dos-camionetas-que-viajaban-juntas-estaban-cargadas-con-106-kilos-de,Archived Link - Argentina,,5c20e21b-e370-43c7-8ea6-93af3e85f796
Seizure,Individual,2025-07-13,,2025,7,13,,Cocaine,106.0,Kilogram,Land,,South America,Argentina,Salta,Cafayate,,,,,,,,,,,,,,,,,,Four Cafayate residents arrested with 106 kilos of cocaine. They were traveling in two Volkswagen Saveiro vans. The drugs were destined for Buenos Aires.,,,,https://www.eltribuno.com/policiales/2025-7-14-0-0-0-cuatro-cafayatenos-detenidos-con-106-kilos-de-cocaina,Archived Link - Argentina,,d38f4e89-a0bd-43cd-a988-23865d2d49ee
Seizure,Individual,2025-08-14,,2025,8,14,,Cocaine,109.0,Kilogram,Land,Hidden in boxes among large shipment of fabric softener in tractor trailer,North America,United States,New York ,Buffalo (Peace Bridge),,,,North America,Canada,,,,,,,,United States,,,,,"Canadian resident of Indian nationality arrested transporting 109 kg cocaine in commercial tractor at the Peace Bridge Port of Entry, Buffalo. Cocaine hidden in boxes co-mingled with shipment of fabric softener. ",,,,https://www.justice.gov/usao-wdny/pr/canadian-resident-arrested-border-109-kilograms-cocaine,Archived Link - United States,,362d2d6d-e435-4992-9469-eea745e771f6
Seizure,Individual,2025-08-13,,2025,8,13,,Cocaine,109.0,Kilogram,Land,Hidden within boxes inside fabric softener shipment,North America,United States,New York,"Peace Bridge Port of Entry, Buffalo",,,,North America,United States,New York,"Peace Bridge Port of Entry, Buffalo",,,,,,,,,,,"Canadian‑resident Vishavpal Singh stopped at Peace Bridge, found with 109 kg cocaine hidden among fabric softener",,,,https://www.justice.gov/usao-wdny/pr/canadian-resident-arrested-border-109-kilograms-cocaine,Archived Link - United States,,844ceefc-d018-4f1f-b634-6e8aab84daeb
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,120.0,Kilogram,Maritime,"Lancha intercepted, crew killed",Caribbean,Dominican Republic,Unclear,,,,,,,,,,,,,,,,,,,Authorities destroyed lancha carrying cocaine in Dominican waters; crew died.,,,,https://elnuevodiario.com.do/la-destruccion-de-una-lancha-del-narcotrafico-con-la-muerte-de-sus-ocupantes-fue-un-asesinato-que-debe-ser-investigado/,Archived Link - Dominican Republic,,df00656a-c5be-49da-b84c-e51244caefc7
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,120.0,Kilogram,Maritime,"Lancha intercepted, crew killed",Caribbean,Dominican Republic,Unclear,,,,,,,,,,,,,,,,,,,Authorities destroyed lancha carrying cocaine in Dominican waters; crew died.,,,,https://elnuevodiario.com.do/la-destruccion-de-una-lancha-del-narcotrafico-con-la-muerte-de-sus-ocupantes-fue-un-asesinato-que-debe-ser-investigado/,Archived Link - Dominican Republic,,b564bab2-86f0-489b-b6f1-aa2e1ec17544
Seizure,Individual,2025-04-30,,2025,4,30,,Cocaine,120.0,Kilogram,Maritime,,Europe,Spain,,,,,,South America,Brazil,Santos,,,Gibraltar,,,,,,,,,"In Spain, a submarine drone uncovered 120 kilos of cocaine hidden on a bulk carrier from Brazil during a fuel stop in Gibraltar by the vessel.",,,,https://www.cronica.com.mx/mundo/2025/05/05/en-espana-dron-submarino-encuentra-carga-de-droga-originaria-de-brasil/,Archived Link - Spain,,6757c009-e489-4b75-a74e-000c970686fa
Seizure,Individual,2025-02-21,,2025,2,21,,Cocaine,120.0,Kilogram,Maritime,"""seascooter'",Europe,Spain,Galicia,Pontevedra,,,,,,,,,,,,,,,,,,"En los puertos de Marín y Vigo (Pontevedra), la Policía Nacional detuvo a ocho personas por intentar recuperar 120 kilos de cocaína adheridos al casco de un buque ruso usando propulsores subacuáticos. La droga procedía de Sudamérica; su destino final no fue mencionado.",,,,https://www.europapress.es/galicia/noticia-detenidos-vinculados-120-kilos-cocaina-marin-usaban-propulsores-subacuaticos-recuperar-droga-20250509125022.html,Archived Link - Spain,,775fd51e-5734-4b2a-bdc5-62fd31aca420
Seizure,Individual,2025-05-28,,2025,5,28,,Coca Crops,172.0,Kilogram,Land,,South America,Argentina,Jujuy,Volcan,,,,South America,Paraguay,,,South America,Argentina,,,,,,,,,"Gendarmería Nacional detuvo un camión de bandera paraguaya transportando autos. Al inspeccionar dos vehículos en el interior del camión, hallaron 172 kg de hojas de coca distribuidas en bolsas de arpillera ocultas en su interior",,,,https://www.argentina.gob.ar/noticias/jujuy-descubren-172-kilos-de-hojas-de-coca-dentro-de-dos-autos-que-eran-trasportados-en-un,Archived Link - Argentina,,2edbff73-956b-468d-b8c7-ae4d4f9e1c17
Seizure,Individual,2025-07-13,,2025,7,13,,Cocaine,172.0,Kilogram,Land,,South America,Argentina,Salta,Chaco,,,,,,,,,,,,,,,,,,"Members of the National Gendarmerie seized more than 172 kilos of cocaine that were being transported from Apolinario Saravia (Salta) to Corrientes , hidden in a double bottom of a cage truck",,,,https://www.eltribuno.com/policiales/2025-7-13-19-13-0-cayo-en-chaco-un-camion-narco-que-salio-de-salta-llevaba-172-kilos-de-cocaina-ocultos,Archived Link - Argentina,,9de23e1e-3e24-4e81-bd6b-fe52ab14ea31
Seizure,Individual,2025-08-05,,2025,8,5,,Cocaine,196.0,Kilogram,Land,Hidden among fruit pallets in a truck on AP-7 highway,Europe,Spain,Catalonia,Borrassà,,,,,,,,,,,,,,,,,,"Spanish police seized 196 kg of cocaine on August 5 from a truck on the AP-7 near Borrassà, Girona. The drugs were hidden among pallets of fruit. Hashish and marijuana were also found.",,,,https://www.huffingtonpost.es/sociedad/incautan-mas-400-kilos-cocaina-hachis-marihuana-escondidos-camion-girona.html,Archived Link - Spain,,be73c63e-42a1-4886-8af9-3fe887a938fd
Seizure,Individual,2025-08-02,,2025,8,2,,Cocaine,196.0,Kilogram,Land,Hidden in fruit pallets in truck trailer,Europe,Spain,Girona,Borrassà,,,,,,,,,,,,,,,,,,196 kg of cocaine hidden in pallets inside truck stopped in Borrassà.,,,,https://elpais.com/espana/catalunya/2025-08-05/los-mossos-desquadra-paran-a-un-camionero-por-hablar-por-telefono-y-le-encuentran-200-kilos-de-cocaina-y-200-de-hachis.html,Archived Link - Spain,,3882ab44-6656-4806-bd34-91b95d4d6f49
Seizure,Individual,2025-07-23,,2025,7,23,,Cocaine,197.0,Kilogram,Land,Truck crossing border,North America,Canada,Ontario,Point Edward,,,,North America,United States,,,,,,,,,,,,,197 Kilogram of cocaine seized from truck at Blue Water Bridge crossing.,,,,https://www.canada.ca/en/border-services-agency/news/2025/08/cbsa-seizes-197-kg-of-cocaine-at-the-blue-water-bridge.html,Archived Link - Canada,,fb7494a8-f851-4e8d-9b0e-640f40e34a31
Seizure,Individual,2025-07-23,,2025,7,23,,Cocaine,197.0,Kilogram,Land,Concealed in commercial truck shipment,North America,Canada,Ontario,Point Edward,,,,North America,United States,,,,,,,,Canada,,,,,"Canada Border Services Agency intercepted 197 kg of suspected cocaine hidden in 7 bags inside a commercial truck trailer at Blue Water Bridge, Point Edward, Ontario. Driver Onkar Kalsi, 29, from Caledon, Ontario, arrested; case handed to RCMP.",,,,https://courrierlaval.com/en/197-kg-de-cocaine-interceptes-a-la-frontiere/,Archived Link - Canada,,0e3a9931-7af1-4d11-86ca-5163ce041404
Seizure,Individual,2025-05-24,,2025,5,24,,Cocaine,200.0,Kilogram,Land,,South America,Brazil,Pará,Barcarena,,,,,,,,,,,,,,,,,,"Three men were arrested in flagrante delicto and around 200 kilos of cocaine were seized by the Civil Police during an operation carried out on Friday (23), on a rural property in Vila Arienga, in Barcarena, state of para",,,,https://g1.globo.com/pa/para/noticia/2025/05/24/trio-de-sao-paulo-e-flagrado-com-200-kg-de-cocaina-em-propriedade-rural-no-para.ghtml,Archived Link - Brazil,,6e195313-917e-4250-b884-9aade67b1525
Seizure,Individual,2025-06-19,,2025,6,19,,Cocaine,200.0,Kilogram,Land,,South America,Brazil,Pará,Marabá,,,,South America,Brazil,Pará,Marabá,,,,,,,,,,,"Dos hombres fueron capturados mientras transportaban más de 200 kilos de cocaína ocultos en una carga de maíz. Según la División de Estupefacientes del Estado, los sospechosos estaban siendo monitoreados desde la noche del miércoles (18), cuando salieron del barrio Morada Nova con destino a Belém",,,,https://g1.globo.com/pa/para/noticia/2025/06/19/mais-de-200-kg-de-cocaina-sao-apreendidos-escondidos-em-carga-de-milho-em-maraba-no-para.ghtml,Archived Link - Brazil,,1ed3404e-47e0-47fd-b1c8-195445cf40d0
Seizure,Individual,2025-08-20,,2025,8,20,,Cocaine Base,200.0,Kilogram,Land,,South America,Brazil,Sao Paulo,Itu,,,,South America,Brazil,Sao Paulo,Itu,,,,,,,,,,,"Un hombre fue arrestado el miércoles (20) cuando intentaba huir con más de 200 kilos de cocaína en Itu (SP). Obtuvo la libertad provisional tras una audiencia de custodia y el juez le aplicó el delito de tráfico privilegiado (más información a continuación) . Según la Secretaría de Seguridad Pública del Estado de São Paulo (SSP-SP), agentes patrullaban la zona cuando se percataron de un vehículo que distribuía drogas. Al acercarse, el sospechoso intentó huir, pero fue detenido. Durante el registro, se encontraron 244 ladrillos de pasta base de cocaína, equivalentes a 200 kilogramos de la droga",,,,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2025/08/21/justica-considera-pequena-quantidade-e-manda-soltar-homem-preso-com-200-kg-de-cocaina.ghtml,Archived Link - Brazil,,074ec597-a6dc-47ff-8572-a2dbda5dc4ff
Seizure,Individual,2025-07-23,,2025,7,23,,Cocaine,200.0,Kilogram,Land,,Europe,Germany,Bavaria,Kitzingen,,,,,,,,,,,,,,,,,,"200 kg of cocaine discovered by police in Bavaria in a remote hangar, thanks to a tip from a local farmer. The suspects—one Swiss and two French nationals—were arrested, and the drugs were stored in unusual metallic containers. Vehicles with French plates were also seized. Authorities estimate the street value at approximately €10 million. Investigation ongoing with possible additional suspects.",,,,https://www.blick.ch/fr/monde/un-suisse-et-deux-francais-arretes-avec-200-kilos-de-coca-ne-id21077513.html,Archived Link - Germany,,0543db31-e968-4de3-bfbb-5bc1c1edcdaf
Seizure,Individual,2025-07-27,,2025,7,27,,Cocaine,200.0,Kilogram,Land,,Europe,Germany,Bavaria,Kitzingen,,,,,,,,,,,,,,,,,,Police in southern Germany seized 200 kg of cocaine and arrested three suspected dealers.,,,,https://www.bluewin.ch/it/attualita/diversi/agricoltore-conduce-la-polizia-a-200-kg-di-cocaina-arrestate-3-persone-tra-cui-uno-svizzero-2797278.html,Archived Link - Germany,,6427d000-cc57-497e-8915-5159e7d7d707
